Name,Manufacturer,Fuel_Type,Transmission,Engine(CC),Mileage(Km/L),Seats,Price,cluster
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,8.26,5
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,3.89,0
Maruti Alto K10 LXI,Maruti,Petrol,Manual,998,20.92,5,2.1,0
Honda City i-VTEC CVT ZX,Honda,Petrol,Automatic,1497,18.0,5,12.69,2
Tata Indigo LX,Tata,Diesel,Manual,1405,17.0,5,2.58,4
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Diesel,Automatic,1968,17.68,5,20.77,3
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedesbenz,Diesel,Automatic,2143,17.9,5,20.26,3
Hyundai Santro Xing XL,Hyundai,Petrol,Manual,1086,0.0,5,1.5,0
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,17.8,5,2.5,4
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,4.25,2
Mercedes-Benz GLE 250d,Mercedesbenz,Diesel,Automatic,2143,17.9,5,57.0,3
Land Rover Range Rover HSE Dynamic,Land,Diesel,Automatic,2179,12.7,5,44.0,3
Volkswagen Vento Diesel Trendline,Volkswagen,Diesel,Manual,1598,20.54,5,3.65,1
Maruti Omni 8 Seater BSIV,Maruti,Petrol,Manual,796,14.0,5,2.05,0
Honda Brio 1.2 VX MT,Honda,Petrol,Manual,1198,18.5,5,3.13,0
Tata Sumo Delux,Tata,Diesel,Manual,2956,14.07,7,1.5,4
Tata Indica Vista Aura 1.3 Quadrajet,Tata,Diesel,Manual,1248,18.0,5,2.85,4
Maruti Wagon R LXI BS IV,Maruti,Petrol,Manual,998,18.9,5,2.65,0
Mahindra XUV500 W8 4WD,Mahindra,Diesel,Manual,2179,16.0,7,10.6,5
Tata Indigo LS Dicor,Tata,Diesel,Manual,1396,17.1,5,1.25,4
Maruti Ertiga Paseo VXI,Maruti,Petrol,Manual,1373,16.02,7,8.25,0
Honda Accord 2.4 A/T,Honda,Petrol,Automatic,2354,11.7,5,4.45,2
Maruti Swift Dzire VDi,Maruti,Diesel,Manual,1248,19.3,5,3.7,4
Ford Fiesta EXi 1.4 TDCi Ltd,Ford,Diesel,Manual,1399,17.8,5,2.8,4
Honda City ZX GXi,Honda,Petrol,Manual,1497,17.7,5,1.8,0
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Diesel,Automatic,1968,17.68,5,21.95,3
BMW 6 Series 640d Gran Coupe,Bmw,Diesel,Automatic,2993,9.52,4,49.0,3
Audi Q7 45 TDI Quattro Technology,Audi,Diesel,Automatic,2967,14.75,7,62.67,3
Maruti Zen Estilo LXI Green (CNG),Maruti,CNG,Manual,998,26.3,5,1.4,4
Hyundai i20 1.4 CRDi Asta,Hyundai,Diesel,Manual,1396,23.0,5,5.5,1
Hyundai i10 Sportz AT,Hyundai,Petrol,Automatic,1197,16.95,5,2.95,2
Honda Jazz 1.2 V CVT i VTEC,Honda,Petrol,Automatic,1199,19.0,5,6.86,2
Maruti Swift VDI BSIV,Maruti,Diesel,Manual,1248,25.2,5,6.15,4
Hyundai i20 Asta 1.2,Hyundai,Petrol,Manual,1197,18.5,5,3.3,0
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,2.55,0
Maruti Alto LXi,Maruti,Petrol,Manual,796,19.7,5,1.5,0
Toyota Corolla H4,Toyota,Petrol,Automatic,1794,11.3,5,2.5,2
Maruti Alto LXi,Maruti,Petrol,Manual,796,19.7,5,1.4,0
Tata Manza ELAN Quadrajet BS IV,Tata,Diesel,Manual,1248,21.12,5,3.4,4
Maruti Alto LXi,Maruti,Petrol,Manual,796,19.7,5,2.25,0
Skoda Octavia Ambition Plus 2.0 TDI AT,Skoda,Diesel,Automatic,1968,19.3,5,7.5,3
Toyota Corolla H4,Toyota,Petrol,Automatic,1794,11.3,5,2.8,2
Hyundai i20 Asta Option 1.2,Hyundai,Petrol,Manual,1197,18.6,5,7.66,0
Maruti Vitara Brezza LDi,Maruti,Diesel,Manual,1248,24.3,5,7.15,4
Honda City 1.5 V MT,Honda,Petrol,Manual,1497,17.0,5,3.5,0
Tata Indica Vista Aqua 1.3 Quadrajet,Tata,Diesel,Manual,1248,18.0,5,3.5,4
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,3.45,4
Hyundai EON D Lite Plus,Hyundai,Petrol,Manual,814,21.1,5,3.55,0
BMW 3 Series Luxury Line,Bmw,Diesel,Automatic,1995,21.76,5,25.99,3
Hyundai Verna 1.6 SX,Hyundai,Diesel,Manual,1582,22.32,5,5.25,1
Tata Manza Club Class Quadrajet90 LS,Tata,Diesel,Manual,1248,21.02,5,2.9,4
Skoda Octavia RS,Skoda,Petrol,Automatic,1984,14.45,5,2.05,2
Maruti Alto K10 VXI,Maruti,Petrol,Manual,998,24.07,5,3.75,0
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Diesel,Manual,1498,22.7,5,6.75,4
Chevrolet Spark 1.0 LS,Chevrolet,Petrol,Manual,995,18.0,5,0.95,0
Jaguar XF 2.0 Diesel Portfolio,Jaguar,Diesel,Automatic,1999,19.33,5,52.0,3
Honda CR-V RVi MT,Honda,Petrol,Manual,1997,13.1,5,3.91,0
Skoda Superb L&K 1.8 TSI AT,Skoda,Petrol,Automatic,1798,14.67,5,27.3,2
Hyundai i10 Magna 1.2,Hyundai,Petrol,Manual,1197,20.36,5,2.7,0
Maruti Swift LDI,Maruti,Diesel,Manual,1248,22.9,5,3.5,4
Maruti Swift Dzire VXi AT,Maruti,Petrol,Automatic,1197,18.5,5,6.2,2
Nissan Micra Diesel XV,Nissan,Diesel,Manual,1461,23.08,5,2.75,1
Maruti Swift Dzire Tour LDI,Maruti,Diesel,Manual,1248,23.4,5,3.25,4
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Diesel,Manual,1399,17.8,5,3.25,4
Maruti Zen LX,Maruti,Petrol,Manual,993,17.3,5,0.65,0
Mini Clubman Cooper S,Mini,Petrol,Manual,1998,13.8,5,35.0,0
Toyota Etios GD,Toyota,Diesel,Manual,1364,23.59,5,3.25,5
Maruti Alto 800 2016-2019 LXI,Maruti,Petrol,Manual,796,24.7,5,2.9,0
Maruti Alto VXi,Maruti,Petrol,Manual,796,18.9,5,2.9,0
BMW X5 3.0d,Bmw,Diesel,Automatic,2993,11.0,5,17.75,3
Nissan Teana XV,Nissan,Petrol,Automatic,2496,11.07,5,8.25,2
Hyundai Grand i10 AT Asta,Hyundai,Petrol,Automatic,1197,18.9,5,5.77,2
Maruti Vitara Brezza ZDi Plus,Maruti,Diesel,Manual,1248,24.3,5,9.49,4
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Diesel,Automatic,2967,12.07,7,12.95,3
Mercedes-Benz GLA Class 200 CDI,Mercedesbenz,Diesel,Automatic,2143,17.9,5,20.0,3
Maruti 800 AC,Maruti,Petrol,Manual,796,16.1,4,1.0,0
Renault Duster 85PS Diesel RxL,Renault,Diesel,Manual,1461,20.45,5,7.1,1
Toyota Corolla Altis D-4D GL,Toyota,Diesel,Manual,1364,21.43,5,16.5,5
Mercedes-Benz New C-Class 220,Mercedesbenz,Diesel,Manual,2148,15.8,5,26.0,1
Maruti Ritz VDi,Maruti,Diesel,Manual,1248,21.1,5,3.2,4
Honda BRV i-VTEC V CVT,Honda,Petrol,Automatic,1497,16.0,7,9.48,2
Hyundai Xcent 1.1 CRDi Base,Hyundai,Diesel,Manual,1120,24.4,5,4.0,1
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Mercedesbenz,Diesel,Automatic,2143,14.21,5,26.5,3
Mercedes-Benz B Class B180,Mercedesbenz,Petrol,Automatic,1595,14.8,5,11.77,2
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Mercedesbenz,Diesel,Automatic,2143,15.0,5,37.0,3
Honda City i VTEC VX Option,Honda,Petrol,Manual,1497,17.8,5,8.75,0
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Petrol,Manual,1086,17.0,5,1.95,0
Honda City 1.5 S MT,Honda,Petrol,Manual,1497,17.0,5,3.75,0
Hyundai Verna Transform VTVT,Hyundai,Petrol,Manual,1599,16.2,5,2.5,0
Jaguar XE Portfolio,Jaguar,Petrol,Automatic,1999,13.5,5,34.5,2
Honda Amaze S i-Vtech,Honda,Petrol,Manual,1198,18.0,5,4.65,0
Mini Cooper Convertible 1.6,Mini,Petrol,Automatic,1598,18.86,4,32.0,2
Mercedes-Benz S Class 2005 2013 S 350 CDI,Mercedesbenz,Diesel,Automatic,2987,13.5,5,62.81,3
Hyundai EON Magna Plus,Hyundai,Petrol,Manual,814,21.1,5,3.25,0
Maruti Wagon R VXI BS IV,Maruti,Petrol,Manual,998,20.51,5,3.1,0
Maruti Ritz LDi,Maruti,Diesel,Manual,1248,21.1,5,3.91,4
BMW 3 Series 320d Sedan,Bmw,Diesel,Automatic,1995,16.07,5,11.0,3
Tata Xenon XT EX 4X2,Tata,Diesel,Manual,2179,13.49,5,3.5,4
Audi A3 35 TDI Attraction,Audi,Diesel,Automatic,1968,20.38,5,16.5,3
Land Rover Range Rover 2.2L Dynamic,Land,Diesel,Automatic,2179,12.7,5,30.0,3
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedesbenz,Diesel,Automatic,2987,12.0,7,28.0,3
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Mitsubishi,Diesel,Automatic,2477,13.5,7,28.0,3
Maruti Alto LX,Maruti,Petrol,Manual,796,19.7,5,0.92,0
Maruti Wagon R LXI BSIII,Maruti,Petrol,Manual,1061,14.0,5,2.75,0
Land Rover Range Rover 2.2L Prestige,Land,Diesel,Automatic,2179,12.7,5,53.83,3
Hyundai Verna 1.6 SX VTVT,Hyundai,Petrol,Manual,1591,17.01,5,4.95,0
BMW 5 Series 525d Sedan,Bmw,Diesel,Automatic,2993,16.73,5,33.5,3
Jaguar XF Diesel,Jaguar,Diesel,Automatic,2993,14.74,5,27.95,3
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,7.25,2
Audi Q3 35 TDI Quattro Premium,Audi,Diesel,Automatic,1968,15.73,5,25.71,3
Land Rover Range Rover 2.2L Pure,Land,Diesel,Automatic,2179,12.7,5,29.67,3
Mercedes-Benz New C-Class 220 CDI AT,Mercedesbenz,Diesel,Automatic,2143,14.84,5,19.0,3
Mahindra Scorpio S10 4WD,Mahindra,Diesel,Manual,2179,15.4,7,13.05,5
BMW 3 Series Luxury Line,Bmw,Diesel,Automatic,1995,21.76,5,25.5,3
Honda BR-V i-VTEC S MT,Honda,Petrol,Manual,1497,15.4,7,8.5,0
Volvo S80 2006-2013 D5,Volvo,Diesel,Automatic,2400,16.0,5,7.25,3
Hyundai Accent GLE,Hyundai,Petrol,Manual,1495,13.2,5,0.8,0
Hyundai i20 Active SX Petrol,Hyundai,Petrol,Manual,1197,17.19,5,6.9,0
Mercedes-Benz GLC 43 AMG Coupe,Mercedesbenz,Petrol,Automatic,2996,11.5,5,70.99,2
Hyundai EON Magna Plus,Hyundai,Petrol,Manual,814,21.1,5,2.25,0
Hyundai Grand i10 SportZ Edition,Hyundai,Petrol,Manual,1197,18.9,5,5.5,0
Honda City 1.5 EXI S,Honda,Petrol,Manual,1493,13.0,5,4.35,0
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,2.25,0
Audi A6 35 TFSI Matrix,Audi,Petrol,Automatic,1798,15.26,5,24.5,2
Volkswagen Jetta 2007-2011 1.9 L TDI,Volkswagen,Diesel,Manual,1968,0.0,5,5.45,1
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Petrol,Manual,1591,15.29,5,12.03,0
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mercedesbenz,Petrol,Automatic,1796,11.74,5,8.5,2
Mini Cooper Convertible S,Mini,Petrol,Automatic,1998,16.82,4,28.5,2
Hyundai Santro Xing XO eRLX Euro II,Hyundai,Petrol,Manual,1086,17.0,5,1.2,0
Toyota Etios VD,Toyota,Diesel,Manual,1364,23.59,5,5.75,5
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,3.2,0
Maruti Baleno Alpha Automatic,Maruti,Petrol,Automatic,1197,21.4,5,9.89,2
Skoda Laura Ambiente 2.0 TDI CR AT,Skoda,Diesel,Automatic,1968,20.0,5,6.58,3
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,4.06,0
Renault Captur 1.5 Diesel RXL,Renault,Diesel,Manual,1461,20.37,5,13.37,1
BMW 5 Series 2003-2012 GT 530d LE,Bmw,Diesel,Automatic,2993,16.2,5,25.82,3
Maruti Alto 800 LXI,Maruti,Petrol,Manual,796,22.74,5,3.74,0
Volvo V40 D3,Volvo,Diesel,Automatic,1984,16.8,5,22.0,3
Maruti Wagon R LXI BSII,Maruti,Petrol,Manual,998,18.9,5,1.45,0
Honda City ZX GXi,Honda,Petrol,Manual,1497,17.7,5,2.0,0
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,CNG,Manual,1196,15.1,5,4.7,4
Mahindra Bolero ZLX,Mahindra,Diesel,Manual,2523,15.96,7,7.7,5
Hyundai Santro GLS I - Euro I,Hyundai,Petrol,Manual,1086,0.0,5,3.35,0
Hyundai EON D Lite,Hyundai,Petrol,Manual,814,21.1,5,2.6,0
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Petrol,Automatic,1591,13.0,5,13.77,2
Volkswagen Vento 1.6 Comfortline,Volkswagen,Petrol,Manual,1598,16.09,5,7.1,0
Honda Civic 2006-2010 1.8 S AT,Honda,Petrol,Automatic,1799,12.9,5,2.65,2
Tata Indica Vista Quadrajet LS,Tata,Diesel,Manual,1248,22.3,5,2.5,4
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,16.0,7,7.53,5
Hyundai i20 1.2 Asta Option,Hyundai,Petrol,Manual,1197,18.6,5,7.98,0
Audi Q5 30 TDI quattro Premium Plus,Audi,Diesel,Automatic,1968,14.16,5,39.0,3
Maruti Ritz VXi,Maruti,Petrol,Manual,1197,18.5,5,2.25,0
Mitsubishi Cedia Sports,Mitsubishi,Petrol,Manual,1999,13.17,5,3.85,0
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Diesel,Manual,2494,12.8,7,13.5,5
Maruti Celerio LDi,Maruti,Diesel,Manual,793,27.62,5,3.5,4
Maruti S-Cross Delta DDiS 200 SH,Maruti,Diesel,Manual,1248,25.1,5,8.92,4
Audi Q3 35 TDI Quattro Premium Plus,Audi,Diesel,Automatic,1968,15.17,5,20.37,3
BMW 3 Series Luxury Line,Bmw,Diesel,Automatic,1995,21.76,5,36.5,3
Audi Q7 4.2 TDI Quattro Technology,Audi,Diesel,Automatic,4134,11.33,7,48.91,3
Hyundai i20 2015-2017 Asta 1.2,Hyundai,Petrol,Manual,1197,18.6,5,7.2,0
Renault Duster 110PS Diesel RxL,Renault,Diesel,Manual,1461,19.01,5,5.99,1
Hyundai Xcent 1.1 CRDi S Celebration Edition,Hyundai,Diesel,Manual,1120,24.4,5,5.25,1
Ford Ecosport 1.5 DV5 MT Titanium,Ford,Diesel,Manual,1498,22.7,5,6.5,4
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,4.4,0
Hyundai Grand i10 CRDi Magna,Hyundai,Diesel,Manual,1120,24.0,5,4.6,1
Tata Manza Aqua Quadrajet BS IV,Tata,Diesel,Manual,1248,21.12,5,2.95,4
Honda City 1.5 V MT,Honda,Petrol,Manual,1497,17.0,5,3.26,0
Hyundai Santro Xing GLS,Hyundai,Petrol,Manual,1086,17.92,5,2.22,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,10.5,5
Maruti Ciaz 1.3 S,Maruti,Diesel,Manual,1248,28.09,5,8.26,4
Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,Diesel,Manual,2982,12.55,7,14.45,5
Ford Fiesta 1.6 SXI ABS Duratec,Ford,Petrol,Manual,1596,15.3,5,2.5,0
Mercedes-Benz E-Class E 220 d,Mercedesbenz,Petrol,Automatic,1950,12.6,5,51.43,2
Mercedes-Benz New C-Class 220 CDI MT,Mercedesbenz,Diesel,Manual,2148,15.8,5,23.0,1
Skoda Yeti Ambition 4X2,Skoda,Diesel,Manual,1968,17.72,5,5.5,1
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,4.5,0
Ford Figo 2015-2019 1.2P Titanium MT,Ford,Petrol,Manual,1196,18.16,5,6.8,0
Skoda Octavia Ambition 1.4 TSI MT,Skoda,Petrol,Manual,1395,16.8,5,8.75,0
Renault Duster 85PS Diesel RxL Option,Renault,Diesel,Manual,1461,19.87,5,7.0,1
Land Rover Range Rover Evoque 2.0 TD4 Pure,Land,Diesel,Automatic,1999,15.68,5,33.5,3
Ford Figo Diesel EXI,Ford,Diesel,Manual,1399,20.0,5,2.25,4
Ford Endeavour Hurricane Limited Edition,Ford,Diesel,Automatic,2953,12.8,7,4.24,3
Toyota Fortuner 4x4 MT,Toyota,Diesel,Manual,2982,12.55,7,28.42,5
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Diesel,Manual,1199,22.07,5,2.75,1
Maruti Ritz VDi,Maruti,Diesel,Manual,1248,23.2,5,3.0,4
Nissan Micra Diesel XV Premium,Nissan,Diesel,Manual,1461,23.08,5,3.55,1
Hyundai Verna 1.6 SX,Hyundai,Diesel,Manual,1582,22.32,5,4.8,1
BMW 5 Series 2003-2012 523i,Bmw,Petrol,Automatic,2497,10.8,5,13.5,2
Mercedes-Benz GLS 350d 4MATIC,Mercedesbenz,Diesel,Automatic,2987,11.0,7,56.0,3
Honda CR-V 2.4L 4WD AT,Honda,Petrol,Automatic,2354,12.0,5,3.99,2
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Diesel,Automatic,1582,17.01,5,15.5,3
Hyundai i10 Era,Hyundai,Petrol,Manual,1086,19.81,5,2.32,0
Mercedes-Benz A Class A200 CDI Sport,Mercedesbenz,Diesel,Automatic,2143,20.0,5,18.58,3
Maruti Ertiga VXI,Maruti,Petrol,Manual,1373,16.02,7,5.5,0
Skoda Octavia Classic 1.9 TDI MT,Skoda,Diesel,Manual,1896,18.7,5,3.2,1
Honda Amaze VX i-Vtech,Honda,Petrol,Manual,1198,18.0,5,4.0,0
Maruti Zen LXi BSII,Maruti,Petrol,Manual,993,17.3,5,1.6,0
Maruti SX4 ZXI MT BSIV,Maruti,Petrol,Manual,1586,15.5,5,4.15,0
Honda Brio VX AT,Honda,Petrol,Automatic,1198,16.5,5,4.25,2
Maruti Wagon R VXI,Maruti,Petrol,Manual,998,18.9,5,2.6,0
Toyota Camry A/T,Toyota,Petrol,Automatic,2362,12.1,5,3.43,2
Chevrolet Beat LS,Chevrolet,Petrol,Manual,1199,18.6,5,2.55,0
Toyota Fortuner 4x4 AT,Toyota,Diesel,Automatic,2982,12.55,7,32.0,3
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Diesel,Manual,1498,22.7,5,6.25,4
Maruti Swift Vdi BSIII,Maruti,Diesel,Manual,1248,17.8,5,3.6,4
Mercedes-Benz S Class 2005 2013 S 350 CDI,Mercedesbenz,Diesel,Automatic,2987,13.5,5,18.5,3
Honda Mobilio S i VTEC,Honda,Petrol,Manual,1497,17.3,7,4.25,0
Hyundai Grand i10 Sportz,Hyundai,Petrol,Manual,1197,18.9,5,4.8,0
Mahindra XUV500 AT W8 FWD,Mahindra,Diesel,Automatic,2179,16.0,7,13.0,3
Skoda Fabia 1.6 MPI Elegance,Skoda,Petrol,Manual,1598,14.83,5,2.25,0
Hyundai Santro Xing GLS,Hyundai,Petrol,Manual,1086,17.92,5,2.3,0
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,Petrol,Manual,1591,15.29,5,13.56,0
Mahindra Scorpio 1.99 S8,Mahindra,Diesel,Manual,1997,15.4,7,12.25,5
Skoda Rapid 1.6 TDI Ambition,Skoda,Diesel,Manual,1598,20.5,5,3.76,1
Renault Duster 110PS Diesel RxZ,Renault,Diesel,Manual,1461,19.01,5,8.58,1
BMW X5 xDrive 30d,Bmw,Diesel,Automatic,2993,11.7,5,27.5,3
Toyota Etios G,Toyota,Petrol,Manual,1496,17.6,5,4.95,0
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,22.5,5,3.3,0
Hyundai Creta 1.6 SX,Hyundai,Petrol,Manual,1591,15.8,5,8.0,0
Maruti Celerio VXI,Maruti,Petrol,Manual,998,23.1,5,2.79,0
Land Rover Range Rover HSE Dynamic,Land,Diesel,Automatic,2179,12.7,5,45.64,3
Chevrolet Beat LT,Chevrolet,Petrol,Manual,1199,18.6,5,2.55,0
Tata Nano Twist XT,Tata,Petrol,Manual,624,25.4,4,1.0,0
Audi A6 2011-2015 35 TDI Technology,Audi,Diesel,Automatic,1968,17.68,5,37.56,3
Mercedes-Benz E-Class 280 CDI,Mercedesbenz,Diesel,Automatic,2987,11.0,5,9.29,3
Maruti Swift VXI,Maruti,Petrol,Manual,1197,22.0,5,6.37,0
Fiat Linea T Jet,Fiat,Petrol,Manual,1368,14.6,5,2.98,0
Maruti Swift VXI Optional,Maruti,Petrol,Manual,1197,20.4,5,5.75,0
Toyota Fortuner 3.0 Diesel,Toyota,Diesel,Manual,2982,11.5,7,13.0,5
Maruti Ertiga ZXI,Maruti,Petrol,Manual,1373,16.02,7,6.8,0
BMW 3 Series 320i Sedan,Bmw,Petrol,Automatic,1995,12.05,5,10.49,2
Maruti Ertiga VXI,Maruti,Petrol,Manual,1373,16.02,7,5.6,0
Honda City 1.5 V AT,Honda,Petrol,Automatic,1497,16.8,5,2.85,2
Hyundai Santa Fe 4X4,Hyundai,Diesel,Manual,2199,14.66,7,8.36,1
Tata Indigo LS,Tata,Diesel,Manual,1405,17.0,5,1.0,4
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Mercedesbenz,Petrol,Automatic,2497,10.93,5,10.75,2
Maruti Swift Dzire LDi,Maruti,Diesel,Manual,1248,19.3,5,3.85,4
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Diesel,Manual,1399,17.8,5,3.0,4
Honda City i VTEC CVT VX,Honda,Petrol,Automatic,1497,18.0,5,9.6,2
Toyota Fortuner 4x2 Manual,Toyota,Diesel,Manual,2982,13.0,7,13.25,5
Honda Amaze VX O i VTEC,Honda,Petrol,Manual,1198,18.0,5,5.75,0
Hyundai i20 Asta 1.4 CRDi,Hyundai,Diesel,Manual,1396,22.54,5,6.75,1
Chevrolet Enjoy TCDi LTZ 7 Seater,Chevrolet,Diesel,Manual,1248,18.2,7,4.85,1
Mercedes-Benz New C-Class Progressive C 200,Mercedesbenz,Petrol,Automatic,1950,0.0,5,38.99,2
Maruti SX4 ZXI AT Leather,Maruti,Petrol,Automatic,1586,12.6,5,2.85,2
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,9.51,5
BMW 5 Series 2003-2012 520d,Bmw,Diesel,Automatic,1995,18.48,5,18.5,3
Renault Duster 110PS Diesel RxZ,Renault,Diesel,Manual,1461,19.01,5,6.75,1
BMW X1 sDrive 20d xLine,Bmw,Diesel,Automatic,1995,20.68,5,29.4,3
Honda City ZX GXi,Honda,Petrol,Manual,1497,17.7,5,3.29,0
Maruti Ciaz RS ZDi Plus SHVS,Maruti,Diesel,Manual,1248,28.09,5,9.5,4
Maruti Swift Dzire VXi,Maruti,Petrol,Manual,1298,17.5,5,2.2,0
Mahindra XUV500 W6 2WD,Mahindra,Diesel,Manual,2179,15.1,7,6.5,5
Honda Civic 2006-2010 1.8 S MT,Honda,Petrol,Manual,1799,13.5,5,4.9,0
Maruti Ertiga ZDI,Maruti,Diesel,Manual,1248,25.47,7,6.75,4
Toyota Etios Liva GD,Toyota,Diesel,Manual,1364,23.59,5,3.8,5
Audi TT 2.0 TFSI,Audi,Petrol,Automatic,1984,9.9,2,29.5,2
Skoda Rapid 1.5 TDI Style,Skoda,Diesel,Manual,1498,21.13,5,10.5,1
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.14,5,6.2,1
Skoda Laura 1.9 TDI AT Elegance,Skoda,Diesel,Automatic,1896,17.0,5,5.0,3
Mahindra Renault Logan 1.5 DLE Diesel,Mahindra,Diesel,Manual,1461,19.2,5,2.3,5
Toyota Innova Crysta 2.8 GX AT,Toyota,Diesel,Automatic,2755,11.36,7,17.0,3
BMW 3 Series 320d Luxury Line,Bmw,Diesel,Automatic,1995,18.88,5,25.5,3
Honda Jazz 1.5 S i DTEC,Honda,Diesel,Manual,1498,27.3,5,5.65,4
Honda Amaze VX i-DTEC,Honda,Diesel,Manual,1498,25.8,5,5.6,4
Jaguar XF 2.2 Litre Luxury,Jaguar,Diesel,Automatic,2179,16.36,5,29.98,3
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,26.59,5,7.39,4
Jeep Compass 2.0 Limited,Jeep,Diesel,Manual,1956,17.1,5,19.0,1
Toyota Corolla Altis 1.8 Sport,Toyota,Petrol,Manual,1794,12.5,5,5.0,0
Honda City 1.5 V MT,Honda,Petrol,Manual,1497,17.0,5,3.35,0
Maruti Swift ZXI,Maruti,Petrol,Manual,1197,18.6,5,4.45,0
Hyundai Verna 1.6 SX CRDI (O) AT,Hyundai,Diesel,Automatic,1582,22.32,5,8.31,3
Mahindra Bolero ZLX,Mahindra,Diesel,Manual,2523,15.96,7,6.0,5
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,5.25,4
Hyundai Santro Xing XO,Hyundai,Petrol,Manual,1086,17.0,5,1.4,0
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Diesel,Automatic,1968,17.68,5,12.3,3
Ford Ikon 1.3 LXi NXt,Ford,Petrol,Manual,1299,13.8,5,1.5,0
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.14,5,8.12,1
Mahindra Bolero VLX CRDe,Mahindra,Diesel,Manual,2523,13.6,7,6.12,5
Honda City i DTEC VX Option,Honda,Diesel,Manual,1498,25.1,5,10.88,4
Chevrolet Sail Hatchback 1.2 LS,Chevrolet,Petrol,Manual,1199,18.2,5,3.5,0
Hyundai i20 1.2 Spotz,Hyundai,Petrol,Manual,1197,18.6,5,6.15,0
BMW X1 sDrive 20d Sportline,Bmw,Diesel,Automatic,1995,17.05,5,33.0,3
BMW X1 sDrive 20d Exclusive,Bmw,Diesel,Automatic,1995,15.06,5,13.5,3
Toyota Fortuner 4x2 AT,Toyota,Diesel,Automatic,2982,12.55,7,17.11,3
Audi Q7 4.2 TDI Quattro Technology,Audi,Diesel,Automatic,4134,11.33,7,29.77,3
Maruti Ertiga VDI,Maruti,Diesel,Manual,1248,20.77,7,5.95,4
Hyundai i20 1.2 Magna,Hyundai,Petrol,Manual,1197,18.5,5,5.75,0
Mercedes-Benz S Class 2005 2013 S 350 L,Mercedesbenz,Petrol,Automatic,3498,10.13,5,19.0,2
Renault Duster 85PS Diesel RxL,Renault,Diesel,Manual,1461,20.45,5,4.75,1
Mahindra Quanto C2,Mahindra,Diesel,Manual,1493,17.21,7,3.3,5
Toyota Fortuner 4x2 AT,Toyota,Diesel,Automatic,2982,12.55,7,16.5,3
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Bmw,Diesel,Automatic,2993,15.97,7,44.0,3
Maruti Swift Dzire VDi,Maruti,Diesel,Manual,1248,19.3,5,4.39,4
